,,0,1,2,3,4
104.0,249,196.0,0.0,5.0,55.0,0.08333333333333333
104.0,125,33.0,0.0,3.0,4.0,0.42857142857142855
104.0,127,1.0,0.0,0.0,0.0,0.0
105.0,128,1.0,0.0,0.0,1.0,0.0
105.0,4,49.0,0.0,0.0,20.0,0.0
105.0,261,38.0,0.0,1.0,8.0,0.1111111111111111
105.0,262,315.0,0.0,8.0,65.0,0.1095890410958904
105.0,263,321.0,0.0,12.0,75.0,0.13793103448275862
105.0,137,249.0,0.0,0.0,57.0,0.0
105.0,12,2.0,0.0,0.0,0.0,0.0
105.0,13,186.0,0.0,4.0,47.0,0.0784313725490196
105.0,140,336.0,0.0,16.0,88.0,0.15384615384615385
105.0,141,392.0,0.0,8.0,109.0,0.06837606837606838
105.0,142,296.0,0.0,7.0,77.0,0.08333333333333333
105.0,143,175.0,0.0,5.0,54.0,0.0847457627118644
105.0,144,44.0,0.0,0.0,10.0,0.0
105.0,148,58.0,0.0,0.0,11.0,0.0
105.0,151,140.0,0.0,3.0,35.0,0.07894736842105263
105.0,24,63.0,0.0,1.0,14.0,0.06666666666666667
105.0,152,22.0,0.0,0.0,3.0,0.0
105.0,158,91.0,0.0,4.0,31.0,0.11428571428571428
105.0,161,239.0,0.0,8.0,77.0,0.09411764705882353
105.0,162,394.0,0.0,7.0,94.0,0.06930693069306931
105.0,163,154.0,0.0,8.0,52.0,0.13333333333333333
105.0,164,192.0,0.0,13.0,48.0,0.21311475409836064
105.0,166,56.0,0.0,3.0,16.0,0.15789473684210525
105.0,41,83.0,0.0,2.0,9.0,0.18181818181818182
105.0,42,55.0,0.0,0.0,10.0,0.0
105.0,43,97.0,0.0,3.0,25.0,0.10714285714285714
105.0,170,468.0,0.0,14.0,113.0,0.11023622047244094
105.0,45,7.0,0.0,0.0,4.0,0.0
105.0,48,419.0,0.0,13.0,120.0,0.09774436090225563
105.0,50,155.0,0.0,5.0,40.0,0.1111111111111111
105.0,186,663.0,0.0,21.0,130.0,0.1390728476821192
105.0,194,1.0,0.0,0.0,0.0,0.0
105.0,68,223.0,0.0,5.0,53.0,0.08620689655172414
105.0,74,77.0,0.0,3.0,11.0,0.21428571428571427
105.0,75,147.0,0.0,4.0,18.0,0.18181818181818182
105.0,79,225.0,0.0,8.0,58.0,0.12121212121212122
105.0,209,13.0,0.0,2.0,2.0,0.5
105.0,211,33.0,0.0,2.0,14.0,0.125
105.0,87,95.0,0.0,1.0,14.0,0.06666666666666667
105.0,88,50.0,0.0,3.0,8.0,0.2727272727272727
105.0,90,181.0,0.0,5.0,52.0,0.08771929824561403
105.0,224,87.0,0.0,2.0,23.0,0.08
105.0,100,391.0,0.0,9.0,61.0,0.12857142857142856
105.0,229,336.0,0.0,8.0,98.0,0.07547169811320754
105.0,230,166.0,0.0,10.0,43.0,0.18867924528301888
105.0,231,151.0,0.0,2.0,44.0,0.043478260869565216
105.0,232,8.0,0.0,1.0,1.0,0.5
105.0,233,208.0,0.0,5.0,55.0,0.08333333333333333
105.0,234,226.0,0.0,5.0,49.0,0.09259259259259259
105.0,107,356.0,0.0,4.0,88.0,0.043478260869565216
105.0,236,549.0,0.0,13.0,137.0,0.08666666666666667
105.0,237,438.0,0.0,17.0,114.0,0.1297709923664122
105.0,238,349.0,0.0,4.0,77.0,0.04938271604938271
105.0,239,323.0,0.0,10.0,88.0,0.10204081632653061
105.0,113,184.0,0.0,5.0,51.0,0.08928571428571429
105.0,114,73.0,0.0,0.0,19.0,0.0
105.0,243,5.0,0.0,1.0,1.0,0.5
105.0,116,37.0,0.0,1.0,5.0,0.16666666666666666
105.0,244,38.0,0.0,0.0,11.0,0.0
105.0,246,90.0,0.0,4.0,32.0,0.1111111111111111
105.0,120,0.0,0.0,0.0,0.0,0.0
105.0,249,191.0,0.0,4.0,56.0,0.06666666666666667
105.0,125,31.0,0.0,1.0,6.0,0.14285714285714285
105.0,127,1.0,0.0,0.0,0.0,0.0
106.0,128,1.0,0.0,0.0,0.0,0.0
106.0,4,53.0,0.0,6.0,4.0,0.6
106.0,261,51.0,0.0,0.0,14.0,0.0
106.0,262,383.0,0.0,9.0,70.0,0.11392405063291139
106.0,263,398.0,0.0,7.0,79.0,0.08139534883720931
106.0,137,294.0,0.0,5.0,45.0,0.1
106.0,12,2.0,0.0,0.0,0.0,0.0
106.0,13,236.0,0.0,1.0,52.0,0.018867924528301886
106.0,140,421.0,0.0,15.0,87.0,0.14705882352941177
106.0,141,500.0,0.0,12.0,113.0,0.096
106.0,142,363.0,0.0,9.0,70.0,0.11392405063291139
106.0,143,225.0,0.0,9.0,51.0,0.15
106.0,144,51.0,0.0,4.0,7.0,0.36363636363636365
106.0,148,80.0,0.0,0.0,22.0,0.0
106.0,151,169.0,0.0,10.0,29.0,0.2564102564102564
106.0,24,74.0,0.0,0.0,12.0,0.0
106.0,152,27.0,0.0,0.0,5.0,0.0
106.0,158,118.0,0.0,2.0,27.0,0.06896551724137931
106.0,161,335.0,0.0,5.0,97.0,0.049019607843137254
106.0,162,503.0,0.0,9.0,109.0,0.07627118644067797
106.0,163,198.0,0.0,7.0,45.0,0.1346153846153846
106.0,164,243.0,0.0,9.0,53.0,0.14516129032258066
106.0,166,70.0,0.0,1.0,14.0,0.06666666666666667
106.0,41,94.0,0.0,1.0,11.0,0.08333333333333333
106.0,42,59.0,0.0,2.0,4.0,0.3333333333333333
106.0,43,133.0,0.0,4.0,36.0,0.1
106.0,170,597.0,0.0,9.0,130.0,0.06474820143884892
106.0,45,14.0,0.0,0.0,7.0,0.0
106.0,48,536.0,0.0,15.0,118.0,0.11278195488721804
106.0,50,190.0,0.0,2.0,35.0,0.05405405405405406
106.0,186,805.0,0.0,13.0,144.0,0.08280254777070063
106.0,194,1.0,0.0,0.0,0.0,0.0
106.0,68,287.0,0.0,2.0,64.0,0.030303030303030304
106.0,74,92.0,0.0,2.0,15.0,0.11764705882352941
106.0,75,171.0,0.0,2.0,24.0,0.07692307692307693
106.0,79,282.0,0.0,3.0,57.0,0.05
106.0,209,14.0,0.0,0.0,1.0,0.0
106.0,211,44.0,0.0,0.0,11.0,0.0
106.0,87,128.0,0.0,1.0,33.0,0.029411764705882353
106.0,88,57.0,0.0,0.0,7.0,0.0
106.0,90,232.0,0.0,9.0,52.0,0.14754098360655737
106.0,224,109.0,0.0,2.0,23.0,0.08
106.0,100,459.0,0.0,8.0,68.0,0.10526315789473684
106.0,229,428.0,0.0,13.0,93.0,0.12264150943396226
106.0,230,205.0,0.0,5.0,40.0,0.1111111111111111
106.0,231,201.0,0.0,2.0,50.0,0.038461538461538464
106.0,232,14.0,0.0,0.0,6.0,0.0
106.0,233,260.0,0.0,8.0,53.0,0.13114754098360656
106.0,234,288.0,0.0,7.0,63.0,0.1
106.0,107,442.0,0.0,7.0,87.0,0.07446808510638298
106.0,236,684.0,0.0,19.0,136.0,0.12258064516129032
106.0,237,581.0,0.0,15.0,144.0,0.09433962264150944
106.0,238,431.0,0.0,9.0,82.0,0.0989010989010989
106.0,239,399.0,0.0,12.0,77.0,0.1348314606741573
106.0,113,225.0,0.0,3.0,44.0,0.06382978723404255
106.0,114,93.0,0.0,3.0,20.0,0.13043478260869565
106.0,243,4.0,0.0,1.0,-1.0,0.0
106.0,116,43.0,0.0,0.0,6.0,0.0
106.0,244,45.0,0.0,0.0,7.0,0.0
106.0,246,139.0,0.0,2.0,49.0,0.0392156862745098
106.0,120,0.0,0.0,0.0,0.0,0.0
106.0,249,237.0,0.0,6.0,47.0,0.11320754716981132
106.0,125,46.0,0.0,1.0,15.0,0.0625
106.0,127,2.0,0.0,0.0,1.0,0.0
107.0,128,1.0,0.0,0.0,0.0,0.0
107.0,4,53.0,0.0,0.0,10.0,0.0
107.0,261,50.0,0.0,1.0,13.0,0.07142857142857142
107.0,262,375.0,0.0,8.0,71.0,0.10126582278481013
107.0,263,390.0,0.0,8.0,78.0,0.09302325581395349
107.0,137,288.0,0.0,6.0,44.0,0.12
107.0,12,2.0,0.0,0.0,0.0,0.0
107.0,13,230.0,0.0,6.0,47.0,0.11320754716981132
107.0,140,415.0,0.0,5.0,97.0,0.049019607843137254
107.0,141,490.0,0.0,8.0,117.0,0.064
107.0,142,360.0,0.0,3.0,76.0,0.0379746835443038
107.0,143,221.0,0.0,4.0,56.0,0.06666666666666667
107.0,144,50.0,0.0,1.0,10.0,0.09090909090909091
107.0,148,78.0,0.0,2.0,20.0,0.09090909090909091
107.0,151,165.0,0.0,4.0,35.0,0.10256410256410256
107.0,24,73.0,0.0,1.0,11.0,0.08333333333333333
107.0,152,27.0,0.0,0.0,5.0,0.0
107.0,158,114.0,0.0,2.0,27.0,0.06896551724137931
107.0,161,315.0,0.0,18.0,84.0,0.17647058823529413
107.0,162,482.0,0.0,20.0,98.0,0.1694915254237288
107.0,163,193.0,0.0,5.0,47.0,0.09615384615384616
107.0,164,231.0,0.0,11.0,51.0,0.1774193548387097
107.0,166,67.0,0.0,3.0,12.0,0.2
107.0,41,91.0,0.0,3.0,9.0,0.25
107.0,42,58.0,0.0,1.0,5.0,0.16666666666666666
107.0,43,130.0,0.0,3.0,37.0,0.075
107.0,170,584.0,0.0,12.0,127.0,0.08633093525179857
107.0,45,13.0,0.0,1.0,6.0,0.14285714285714285
107.0,48,517.0,0.0,18.0,115.0,0.13533834586466165
107.0,50,185.0,0.0,3.0,34.0,0.08108108108108109
107.0,186,788.0,0.0,13.0,144.0,0.08280254777070063
107.0,194,1.0,0.0,0.0,0.0,0.0
107.0,68,282.0,0.0,5.0,61.0,0.07575757575757576
107.0,74,89.0,0.0,2.0,15.0,0.11764705882352941
107.0,75,169.0,0.0,2.0,24.0,0.07692307692307693
107.0,79,275.0,0.0,7.0,53.0,0.11666666666666667
107.0,209,12.0,0.0,2.0,-1.0,2.0
107.0,211,42.0,0.0,0.0,11.0,0.0
107.0,87,124.0,0.0,4.0,30.0,0.11764705882352941
107.0,88,57.0,0.0,0.0,7.0,0.0
107.0,90,227.0,0.0,5.0,56.0,0.08196721311475409
107.0,224,109.0,0.0,0.0,25.0,0.0
107.0,100,451.0,0.0,7.0,69.0,0.09210526315789473
107.0,229,416.0,0.0,10.0,96.0,0.09433962264150944
107.0,230,200.0,0.0,4.0,41.0,0.08888888888888889
107.0,231,200.0,0.0,1.0,51.0,0.019230769230769232
107.0,232,14.0,0.0,0.0,6.0,0.0
107.0,233,256.0,0.0,3.0,58.0,0.04918032786885246
107.0,234,281.0,0.0,6.0,64.0,0.08571428571428572
107.0,107,436.0,0.0,5.0,89.0,0.05319148936170213
107.0,236,668.0,0.0,16.0,139.0,0.1032258064516129
107.0,237,567.0,0.0,12.0,147.0,0.07547169811320754
107.0,238,426.0,0.0,4.0,87.0,0.04395604395604396
107.0,239,387.0,0.0,11.0,78.0,0.12359550561797752
107.0,113,219.0,0.0,6.0,41.0,0.1276595744680851
107.0,114,92.0,0.0,1.0,22.0,0.043478260869565216
107.0,243,4.0,0.0,0.0,0.0,0.0
107.0,116,41.0,0.0,2.0,4.0,0.3333333333333333
107.0,244,45.0,0.0,0.0,7.0,0.0
107.0,246,133.0,0.0,6.0,45.0,0.11764705882352941
107.0,120,0.0,0.0,0.0,0.0,0.0
107.0,249,228.0,0.0,9.0,44.0,0.16981132075471697
107.0,125,46.0,0.0,0.0,16.0,0.0
107.0,127,2.0,0.0,0.0,1.0,0.0
108.0,128,1.0,0.0,0.0,0.0,0.0
108.0,4,51.0,0.0,1.0,9.0,0.1
108.0,261,49.0,0.0,1.0,13.0,0.07142857142857142
108.0,262,371.0,0.0,4.0,75.0,0.05063291139240506
108.0,263,382.0,0.0,7.0,79.0,0.08139534883720931
108.0,137,283.0,0.0,5.0,45.0,0.1
108.0,12,2.0,0.0,0.0,0.0,0.0
108.0,13,224.0,0.0,4.0,49.0,0.07547169811320754
108.0,140,402.0,0.0,12.0,90.0,0.11764705882352941
108.0,141,483.0,0.0,7.0,118.0,0.056
108.0,142,344.0,0.0,14.0,65.0,0.17721518987341772
108.0,143,215.0,0.0,6.0,54.0,0.1
108.0,144,49.0,0.0,0.0,11.0,0.0
108.0,148,78.0,0.0,0.0,22.0,0.0
108.0,151,161.0,0.0,4.0,35.0,0.10256410256410256
108.0,24,73.0,0.0,0.0,12.0,0.0
108.0,152,27.0,0.0,0.0,5.0,0.0
108.0,158,110.0,0.0,4.0,25.0,0.13793103448275862
108.0,161,307.0,0.0,7.0,95.0,0.06862745098039216
108.0,162,471.0,0.0,9.0,109.0,0.07627118644067797
108.0,163,188.0,0.0,5.0,47.0,0.09615384615384616
108.0,164,226.0,0.0,4.0,58.0,0.06451612903225806
108.0,166,65.0,0.0,2.0,13.0,0.13333333333333333
108.0,41,90.0,0.0,1.0,11.0,0.08333333333333333
108.0,42,55.0,0.0,3.0,3.0,0.5
108.0,43,122.0,0.0,8.0,32.0,0.2
108.0,170,567.0,0.0,15.0,124.0,0.1079136690647482
108.0,45,13.0,0.0,0.0,7.0,0.0
108.0,48,500.0,0.0,16.0,117.0,0.12030075187969924
108.0,50,182.0,0.0,3.0,34.0,0.08108108108108109
108.0,186,766.0,0.0,21.0,136.0,0.1337579617834395
108.0,194,1.0,0.0,0.0,0.0,0.0
108.0,68,273.0,0.0,7.0,59.0,0.10606060606060606
108.0,74,87.0,0.0,1.0,16.0,0.058823529411764705
108.0,75,166.0,0.0,3.0,23.0,0.11538461538461539
108.0,79,270.0,0.0,5.0,55.0,0.08333333333333333
108.0,209,11.0,0.0,1.0,0.0,1.0
108.0,211,41.0,0.0,1.0,10.0,0.09090909090909091
108.0,87,121.0,0.0,2.0,32.0,0.058823529411764705
108.0,88,57.0,0.0,0.0,7.0,0.0
108.0,90,222.0,0.0,5.0,56.0,0.08196721311475409
108.0,224,109.0,0.0,0.0,25.0,0.0
108.0,100,446.0,0.0,5.0,71.0,0.06578947368421052
108.0,229,408.0,0.0,7.0,99.0,0.0660377358490566
108.0,230,192.0,0.0,6.0,39.0,0.13333333333333333
108.0,231,193.0,0.0,5.0,47.0,0.09615384615384616
108.0,232,14.0,0.0,0.0,6.0,0.0
108.0,233,252.0,0.0,4.0,57.0,0.06557377049180328
108.0,234,276.0,0.0,5.0,65.0,0.07142857142857142
108.0,107,422.0,0.0,14.0,80.0,0.14893617021276595
108.0,236,659.0,0.0,7.0,148.0,0.04516129032258064
108.0,237,557.0,0.0,10.0,149.0,0.06289308176100629
108.0,238,420.0,0.0,6.0,85.0,0.06593406593406594
108.0,239,371.0,0.0,13.0,76.0,0.14606741573033707
108.0,113,209.0,0.0,8.0,39.0,0.1702127659574468
108.0,114,90.0,0.0,2.0,21.0,0.08695652173913043
108.0,243,4.0,0.0,0.0,0.0,0.0
108.0,116,40.0,0.0,1.0,5.0,0.16666666666666666
108.0,244,44.0,0.0,1.0,6.0,0.14285714285714285
108.0,246,129.0,0.0,3.0,48.0,0.058823529411764705
108.0,120,0.0,0.0,0.0,0.0,0.0
108.0,249,219.0,0.0,7.0,46.0,0.1320754716981132
108.0,125,45.0,0.0,1.0,15.0,0.0625
108.0,127,2.0,0.0,0.0,1.0,0.0
109.0,128,1.0,0.0,0.0,0.0,0.0
109.0,4,58.0,0.0,1.0,7.0,0.125
109.0,261,58.0,0.0,3.0,9.0,0.25
109.0,262,426.0,0.0,12.0,57.0,0.17391304347826086
109.0,263,440.0,0.0,8.0,61.0,0.11594202898550725
109.0,137,330.0,0.0,5.0,48.0,0.09433962264150944
109.0,12,2.0,0.0,0.0,0.0,0.0
109.0,13,263.0,0.0,2.0,39.0,0.04878048780487805
109.0,140,481.0,0.0,10.0,80.0,0.1111111111111111
109.0,141,563.0,0.0,11.0,80.0,0.12087912087912088
109.0,142,422.0,0.0,4.0,79.0,0.04819277108433735
109.0,143,270.0,0.0,7.0,56.0,0.1111111111111111
109.0,144,60.0,0.0,1.0,11.0,0.08333333333333333
109.0,148,85.0,0.0,1.0,7.0,0.125
109.0,151,184.0,0.0,6.0,24.0,0.2
109.0,24,81.0,0.0,1.0,8.0,0.1111111111111111
109.0,152,31.0,0.0,0.0,4.0,0.0
109.0,158,146.0,0.0,2.0,36.0,0.05263157894736842
109.0,161,378.0,0.0,17.0,71.0,0.19318181818181818
109.0,162,583.0,0.0,12.0,114.0,0.09523809523809523
109.0,163,248.0,0.0,4.0,60.0,0.0625
109.0,164,276.0,0.0,8.0,50.0,0.13793103448275862
109.0,166,74.0,0.0,1.0,9.0,0.1
109.0,41,102.0,0.0,1.0,12.0,0.07692307692307693
109.0,42,59.0,0.0,0.0,4.0,0.0
109.0,43,143.0,0.0,1.0,21.0,0.045454545454545456
109.0,170,688.0,0.0,13.0,123.0,0.09558823529411764
109.0,45,16.0,0.0,1.0,3.0,0.25
109.0,48,600.0,0.0,13.0,102.0,0.11304347826086956
109.0,50,203.0,0.0,3.0,21.0,0.125
109.0,186,921.0,0.0,15.0,158.0,0.08670520231213873
109.0,194,1.0,0.0,0.0,0.0,0.0
109.0,68,328.0,0.0,6.0,55.0,0.09836065573770492
109.0,74,93.0,0.0,3.0,6.0,0.3333333333333333
109.0,75,190.0,0.0,1.0,25.0,0.038461538461538464
109.0,79,313.0,0.0,9.0,43.0,0.17307692307692307
109.0,209,13.0,0.0,0.0,2.0,0.0
109.0,211,48.0,0.0,0.0,7.0,0.0
109.0,87,142.0,0.0,3.0,21.0,0.125
109.0,88,63.0,0.0,0.0,6.0,0.0
109.0,90,280.0,0.0,4.0,59.0,0.06349206349206349
109.0,224,116.0,0.0,5.0,7.0,0.4166666666666667
109.0,100,535.0,0.0,7.0,90.0,0.07216494845360824
109.0,229,486.0,0.0,17.0,78.0,0.17894736842105263
109.0,230,248.0,0.0,3.0,58.0,0.04918032786885246
109.0,231,237.0,0.0,5.0,44.0,0.10204081632653061
109.0,232,15.0,0.0,2.0,1.0,0.6666666666666666
109.0,233,308.0,0.0,5.0,57.0,0.08064516129032258
109.0,234,344.0,0.0,5.0,68.0,0.0684931506849315
109.0,107,483.0,0.0,11.0,61.0,0.1527777777777778
109.0,236,798.0,0.0,8.0,141.0,0.053691275167785234
109.0,237,698.0,0.0,8.0,142.0,0.05333333333333334
109.0,238,485.0,0.0,8.0,65.0,0.1095890410958904
109.0,239,458.0,0.0,14.0,88.0,0.13725490196078433
109.0,113,255.0,0.0,1.0,46.0,0.02127659574468085
109.0,114,106.0,0.0,2.0,17.0,0.10526315789473684
109.0,243,4.0,0.0,0.0,0.0,0.0
109.0,116,43.0,0.0,0.0,3.0,0.0
109.0,244,48.0,0.0,1.0,4.0,0.2
109.0,246,170.0,0.0,8.0,43.0,0.1568627450980392
109.0,120,0.0,0.0,0.0,0.0,0.0
109.0,249,259.0,0.0,4.0,40.0,0.09090909090909091
109.0,125,49.0,0.0,2.0,4.0,0.3333333333333333
109.0,127,2.0,0.0,0.0,0.0,0.0
110.0,128,1.0,0.0,0.0,0.0,0.0
110.0,4,58.0,0.0,0.0,8.0,0.0
110.0,261,58.0,0.0,0.0,12.0,0.0
110.0,262,417.0,0.0,8.0,61.0,0.11594202898550725
110.0,263,429.0,0.0,10.0,59.0,0.14492753623188406
110.0,137,324.0,0.0,5.0,48.0,0.09433962264150944
110.0,12,2.0,0.0,0.0,0.0,0.0
110.0,13,258.0,0.0,3.0,38.0,0.07317073170731707
110.0,140,471.0,0.0,8.0,82.0,0.08888888888888889
110.0,141,553.0,0.0,9.0,82.0,0.0989010989010989
110.0,142,409.0,0.0,11.0,72.0,0.13253012048192772
110.0,143,266.0,0.0,3.0,60.0,0.047619047619047616
110.0,144,60.0,0.0,0.0,12.0,0.0
110.0,148,84.0,0.0,1.0,7.0,0.125
110.0,151,182.0,0.0,2.0,28.0,0.06666666666666667
110.0,24,81.0,0.0,0.0,9.0,0.0
110.0,152,30.0,0.0,1.0,3.0,0.25
110.0,158,140.0,0.0,5.0,33.0,0.13157894736842105
110.0,161,369.0,0.0,6.0,82.0,0.06818181818181818
110.0,162,571.0,0.0,11.0,115.0,0.0873015873015873
110.0,163,240.0,0.0,7.0,57.0,0.109375
110.0,164,270.0,0.0,4.0,54.0,0.06896551724137931
110.0,166,74.0,0.0,0.0,10.0,0.0
110.0,41,98.0,0.0,4.0,9.0,0.3076923076923077
110.0,42,59.0,0.0,0.0,4.0,0.0
110.0,43,140.0,0.0,3.0,19.0,0.13636363636363635
110.0,170,668.0,0.0,19.0,117.0,0.13970588235294118
110.0,45,16.0,0.0,0.0,4.0,0.0
110.0,48,590.0,0.0,9.0,106.0,0.0782608695652174
110.0,50,197.0,0.0,5.0,19.0,0.20833333333333334
110.0,186,898.0,0.0,21.0,152.0,0.12138728323699421
110.0,194,1.0,0.0,0.0,0.0,0.0
110.0,68,319.0,0.0,8.0,53.0,0.13114754098360656
110.0,74,91.0,0.0,1.0,8.0,0.1111111111111111
110.0,75,186.0,0.0,4.0,22.0,0.15384615384615385
110.0,79,306.0,0.0,6.0,46.0,0.11538461538461539
110.0,209,12.0,0.0,1.0,1.0,0.5
110.0,211,46.0,0.0,2.0,5.0,0.2857142857142857
110.0,87,138.0,0.0,4.0,20.0,0.16666666666666666
110.0,88,61.0,0.0,1.0,5.0,0.16666666666666666
110.0,90,272.0,0.0,8.0,55.0,0.12698412698412698
110.0,224,115.0,0.0,1.0,11.0,0.08333333333333333
110.0,100,522.0,0.0,12.0,85.0,0.12371134020618557
110.0,229,477.0,0.0,9.0,86.0,0.09473684210526316
110.0,230,241.0,0.0,7.0,54.0,0.11475409836065574
110.0,231,234.0,0.0,3.0,46.0,0.061224489795918366
110.0,232,15.0,0.0,0.0,3.0,0.0
110.0,233,300.0,0.0,7.0,55.0,0.11290322580645161
110.0,234,334.0,0.0,10.0,63.0,0.136986301369863
110.0,107,474.0,0.0,7.0,65.0,0.09722222222222222
110.0,236,778.0,0.0,18.0,131.0,0.12080536912751678
110.0,237,679.0,0.0,16.0,134.0,0.10666666666666667
110.0,238,480.0,0.0,5.0,68.0,0.0684931506849315
110.0,239,449.0,0.0,9.0,93.0,0.08823529411764706
110.0,113,249.0,0.0,5.0,42.0,0.10638297872340426
110.0,114,102.0,0.0,4.0,15.0,0.21052631578947367
110.0,243,4.0,0.0,0.0,0.0,0.0
110.0,116,43.0,0.0,0.0,3.0,0.0
110.0,244,48.0,0.0,0.0,5.0,0.0
110.0,246,164.0,0.0,4.0,47.0,0.0784313725490196
110.0,120,0.0,0.0,0.0,0.0,0.0
110.0,249,250.0,0.0,7.0,37.0,0.1590909090909091
110.0,125,47.0,0.0,2.0,4.0,0.3333333333333333
110.0,127,2.0,0.0,0.0,0.0,0.0
111.0,128,1.0,0.0,0.0,0.0,0.0
111.0,4,57.0,0.0,1.0,7.0,0.125
111.0,261,58.0,0.0,0.0,12.0,0.0
111.0,262,409.0,0.0,7.0,62.0,0.10144927536231885
111.0,263,419.0,0.0,10.0,59.0,0.14492753623188406
111.0,137,321.0,0.0,3.0,50.0,0.05660377358490566
111.0,12,2.0,0.0,0.0,0.0,0.0
111.0,13,252.0,0.0,6.0,35.0,0.14634146341463414
111.0,140,459.0,0.0,12.0,78.0,0.13333333333333333
111.0,141,546.0,0.0,7.0,84.0,0.07692307692307693
111.0,142,404.0,0.0,5.0,78.0,0.060240963855421686
111.0,143,257.0,0.0,8.0,55.0,0.12698412698412698
111.0,144,59.0,0.0,1.0,11.0,0.08333333333333333
111.0,148,82.0,0.0,2.0,6.0,0.25
111.0,151,179.0,0.0,3.0,27.0,0.1
111.0,24,79.0,0.0,2.0,7.0,0.2222222222222222
111.0,152,29.0,0.0,1.0,3.0,0.25
111.0,158,138.0,0.0,2.0,36.0,0.05263157894736842
111.0,161,358.0,0.0,11.0,77.0,0.125
111.0,162,562.0,0.0,8.0,118.0,0.06349206349206349
111.0,163,234.0,0.0,4.0,60.0,0.0625
111.0,164,259.0,0.0,9.0,49.0,0.15517241379310345
111.0,166,70.0,0.0,4.0,6.0,0.4
111.0,41,98.0,0.0,0.0,13.0,0.0
111.0,42,58.0,0.0,0.0,4.0,0.0
111.0,43,140.0,0.0,0.0,22.0,0.0
111.0,170,654.0,0.0,13.0,123.0,0.09558823529411764
111.0,45,16.0,0.0,0.0,4.0,0.0
111.0,48,574.0,0.0,14.0,101.0,0.12173913043478261
111.0,50,194.0,0.0,3.0,21.0,0.125
111.0,186,871.0,0.0,24.0,149.0,0.13872832369942195
111.0,194,1.0,0.0,0.0,0.0,0.0
111.0,68,314.0,0.0,4.0,57.0,0.06557377049180328
111.0,74,90.0,0.0,1.0,8.0,0.1111111111111111
111.0,75,181.0,0.0,5.0,21.0,0.19230769230769232
111.0,79,303.0,0.0,3.0,49.0,0.057692307692307696
111.0,209,12.0,0.0,0.0,2.0,0.0
111.0,211,44.0,0.0,1.0,6.0,0.14285714285714285
111.0,87,133.0,0.0,4.0,20.0,0.16666666666666666
111.0,88,61.0,0.0,0.0,6.0,0.0
111.0,90,264.0,0.0,7.0,56.0,0.1111111111111111
111.0,224,113.0,0.0,1.0,11.0,0.08333333333333333
111.0,100,509.0,0.0,11.0,86.0,0.1134020618556701
111.0,229,465.0,0.0,10.0,85.0,0.10526315789473684
111.0,230,234.0,0.0,5.0,56.0,0.08196721311475409
111.0,231,230.0,0.0,4.0,45.0,0.08163265306122448
111.0,232,13.0,0.0,2.0,1.0,0.6666666666666666
111.0,233,293.0,0.0,6.0,56.0,0.0967741935483871
111.0,234,331.0,0.0,3.0,70.0,0.0410958904109589
111.0,107,470.0,0.0,4.0,68.0,0.05555555555555555
111.0,236,758.0,0.0,17.0,132.0,0.11409395973154363
111.0,237,651.0,0.0,28.0,122.0,0.18666666666666668
111.0,238,471.0,0.0,8.0,65.0,0.1095890410958904
111.0,239,442.0,0.0,7.0,95.0,0.06862745098039216
111.0,113,242.0,0.0,7.0,40.0,0.14893617021276595
111.0,114,100.0,0.0,2.0,17.0,0.10526315789473684
111.0,243,4.0,0.0,0.0,0.0,0.0
111.0,116,42.0,0.0,1.0,2.0,0.3333333333333333
111.0,244,48.0,0.0,0.0,5.0,0.0
111.0,246,158.0,0.0,5.0,46.0,0.09803921568627451
111.0,120,0.0,0.0,0.0,0.0,0.0
111.0,249,247.0,0.0,2.0,42.0,0.045454545454545456
111.0,125,47.0,0.0,0.0,6.0,0.0
111.0,127,2.0,0.0,0.0,0.0,0.0
112.0,128,1.0,0.0,0.0,0.0,0.0
112.0,4,68.0,0.0,0.0,11.0,0.0
112.0,261,67.0,0.0,0.0,9.0,0.0
112.0,262,462.0,0.0,7.0,53.0,0.11666666666666667
112.0,263,482.0,0.0,7.0,64.0,0.09859154929577464
112.0,137,370.0,0.0,6.0,49.0,0.10909090909090909
112.0,12,4.0,0.0,0.0,2.0,0.0
112.0,13,290.0,0.0,5.0,38.0,0.11627906976744186
112.0,140,544.0,0.0,9.0,87.0,0.09375
112.0,141,638.0,0.0,13.0,92.0,0.12380952380952381
112.0,142,466.0,0.0,10.0,64.0,0.13513513513513514
112.0,143,303.0,0.0,7.0,47.0,0.12962962962962962
112.0,144,72.0,0.0,0.0,13.0,0.0
112.0,148,95.0,0.0,2.0,13.0,0.13333333333333333
112.0,151,206.0,0.0,4.0,28.0,0.125
112.0,24,85.0,0.0,0.0,6.0,0.0
112.0,152,28.0,0.0,2.0,-1.0,2.0
112.0,158,157.0,0.0,2.0,19.0,0.09523809523809523
112.0,161,432.0,0.0,12.0,75.0,0.13793103448275862
112.0,162,650.0,0.0,12.0,89.0,0.1188118811881188
112.0,163,287.0,0.0,4.0,53.0,0.07017543859649122
112.0,164,306.0,0.0,7.0,48.0,0.12727272727272726
112.0,166,81.0,0.0,1.0,11.0,0.08333333333333333
112.0,41,104.0,0.0,0.0,6.0,0.0
112.0,42,62.0,0.0,1.0,4.0,0.2
112.0,43,163.0,0.0,7.0,23.0,0.23333333333333334
